customerID,gender,SeniorCitizen,Partner,tenure,Contract,MonthlyCharges,TotalCharges,avg_monthly_spend,tenure_group,is_long_term_contract,Churn
4112-LUEIZ,Male,0,false,10,Month-to-month,89.5,863.1,86.31,0-1 year,0,true
2990-HWIML,Female,0,false,6,Month-to-month,89.5,573.3,95.55,0-1 year,0,true
8739-WWKDU,Male,1,false,25,Month-to-month,89.5,2196.15,87.85,2-4 years,0,true
5348-CAGXB,Male,0,false,12,Month-to-month,89.55,1021.75,85.15,0-1 year,0,false
0970-ETWGE,Male,0,false,1,Month-to-month,89.55,89.55,89.55,0-1 year,0,true
2074-GKOWZ,Male,0,true,2,Month-to-month,89.55,185.55,92.78,0-1 year,0,true
9350-VLHMB,Male,0,true,67,Month-to-month,89.55,6373.1,95.12,5+ years,0,false
1307-ATKGB,Male,0,false,24,Month-to-month,89.55,2187.15,91.13,1-2 years,0,false
2856-NNASM,Male,1,false,43,Month-to-month,89.55,3856.75,89.69,2-4 years,0,true
5666-CYCYZ,Female,0,false,24,Month-to-month,89.55,2259.35,94.14,1-2 years,0,false
6818-WOBHJ,Female,1,true,68,Month-to-month,89.6,6127.6,90.11,5+ years,0,true
9565-DJPIB,Female,0,false,4,Month-to-month,89.6,365.65,91.41,0-1 year,0,true
4821-SJHJV,Female,0,true,32,Month-to-month,89.6,2901.8,90.68,2-4 years,0,false
0929-PECLO,Female,1,false,63,Month-to-month,89.6,5538.8,87.92,5+ years,0,false
9470-XCCEM,Male,0,true,35,Month-to-month,89.65,3161.6,90.33,2-4 years,0,false
5922-ABDVO,Female,0,true,19,Month-to-month,89.65,1761.05,92.69,1-2 years,0,true
1670-SVOWZ,Female,0,true,14,Month-to-month,89.65,1208.35,86.31,1-2 years,0,true
6897-UUBNU,Male,0,false,29,Month-to-month,89.65,2623.65,90.47,2-4 years,0,false
8999-BOHSE,Female,1,false,11,Month-to-month,89.7,1047.7,95.25,0-1 year,0,true
8922-LIEGH,Female,1,false,25,Month-to-month,89.7,2187.55,87.5,2-4 years,0,true
1935-IMVBB,Male,0,true,56,Month-to-month,89.7,4952.95,88.45,4-5 years,0,false
0135-NMXAP,Female,0,false,12,Month-to-month,89.75,1052.4,87.7,0-1 year,0,true
6917-YACBP,Female,1,false,59,Month-to-month,89.75,5496.9,93.17,4-5 years,0,false
1522-VVDMG,Male,0,true,7,Month-to-month,89.75,608.8,86.97,0-1 year,0,true
3462-BJQQA,Female,0,false,6,Month-to-month,89.75,552.65,92.11,0-1 year,0,false
1754-GKYPY,Male,1,true,22,Month-to-month,89.75,1938.9,88.13,1-2 years,0,false
0058-EVZWM,Female,0,true,55,Month-to-month,89.8,4959.6,90.17,4-5 years,0,false
4402-FTBXC,Male,0,false,54,Month-to-month,89.8,4667.0,86.43,4-5 years,0,false
1624-NALOJ,Male,1,false,5,Month-to-month,89.8,502.6,100.52,0-1 year,0,true
8337-UPOAQ,Male,1,true,10,Month-to-month,89.8,914.3,91.43,0-1 year,0,true
2114-MGINA,Female,0,false,14,Month-to-month,89.8,1129.1,80.65,1-2 years,0,true
9526-JAWYF,Male,0,false,26,Month-to-month,89.8,2335.3,89.82,2-4 years,0,true
4462-CYWMH,Male,1,true,62,Month-to-month,89.8,5629.55,90.8,5+ years,0,false
3071-VBYPO,Male,0,true,3,Month-to-month,89.85,248.4,82.8,0-1 year,0,false
7529-ZDFXI,Male,1,true,57,Month-to-month,89.85,4925.35,86.41,4-5 years,0,false
5886-VLQVU,Male,0,true,35,Month-to-month,89.85,3161.2,90.32,2-4 years,0,false
8565-CLBZW,Male,0,false,24,Month-to-month,89.85,2165.05,90.21,1-2 years,0,true
7682-AZNDK,Male,0,true,34,Month-to-month,89.85,3091.75,90.93,2-4 years,0,false
1112-CUNAO,Female,1,false,15,Month-to-month,89.85,1424.95,95.0,1-2 years,0,true
7952-OBOYL,Male,0,false,3,Month-to-month,89.85,244.45,81.48,0-1 year,0,false
1215-FIGMP,Male,0,false,60,Month-to-month,89.9,5450.7,90.84,4-5 years,0,false
4811-JBUVU,Male,0,false,30,Month-to-month,89.9,2723.15,90.77,2-4 years,0,false
3027-ZTDHO,Male,0,false,1,Month-to-month,89.9,89.9,89.9,0-1 year,0,true
8751-EDEKA,Female,0,true,28,Month-to-month,89.9,2433.5,86.91,2-4 years,0,false
3640-PHQXK,Female,0,false,31,Month-to-month,89.9,2806.9,90.55,2-4 years,0,true
9436-ZBZCT,Male,0,false,14,Month-to-month,89.95,1178.4,84.17,1-2 years,0,true
1302-UHBDD,Male,1,false,20,Month-to-month,89.95,1648.45,82.42,1-2 years,0,false
8182-BJDSI,Female,0,false,28,Month-to-month,89.95,2625.55,93.77,2-4 years,0,true
1891-FZYSA,Male,1,true,69,Month-to-month,89.95,6143.15,89.03,5+ years,0,true
2139-FQHLM,Male,0,false,19,Month-to-month,89.95,1682.4,88.55,1-2 years,0,false
3703-VAVCL,Male,0,true,2,Month-to-month,90.0,190.05,95.03,0-1 year,0,true
9492-TOKRI,Female,0,false,18,Month-to-month,90.0,1527.35,84.85,1-2 years,0,true
2207-QPJED,Female,1,true,37,Month-to-month,90.0,3371.75,91.13,2-4 years,0,false
7270-BDIOA,Female,0,false,22,Month-to-month,90.0,1993.8,90.63,1-2 years,0,true
2322-VCZHZ,Male,1,true,23,Month-to-month,90.0,2024.1,88.0,1-2 years,0,false
4183-MYFRB,Female,0,false,21,Month-to-month,90.05,1862.9,88.71,1-2 years,0,false
4554-YGZIH,Male,1,true,49,Month-to-month,90.05,4547.25,92.8,4-5 years,0,true
0634-SZPQA,Female,0,false,23,Month-to-month,90.05,2169.8,94.34,1-2 years,0,true
6267-DCFFZ,Female,1,true,30,Month-to-month,90.05,2627.2,87.57,2-4 years,0,false
8058-DMYRU,Male,1,false,54,Month-to-month,90.05,4931.8,91.33,4-5 years,0,false
4228-ZGYUW,Male,0,false,4,Month-to-month,90.05,368.1,92.03,0-1 year,0,true
3161-GETRM,Male,0,true,34,Month-to-month,90.05,3097.0,91.09,2-4 years,0,false
3154-CFSZG,Male,0,true,47,Month-to-month,90.05,4137.2,88.03,2-4 years,0,false
9524-EGPJC,Female,0,false,18,Month-to-month,90.1,1612.75,89.6,1-2 years,0,true
8780-IXSTS,Female,0,false,6,Month-to-month,90.1,521.3,86.88,0-1 year,0,true
1941-HOSAM,Male,0,true,1,Month-to-month,90.1,90.1,90.1,0-1 year,0,false
6969-MVBAI,Female,1,false,9,Month-to-month,90.1,816.8,90.76,0-1 year,0,false
1173-NOEYG,Female,0,true,27,Month-to-month,90.15,2423.4,89.76,2-4 years,0,false
7321-PKUYW,Female,0,false,11,Month-to-month,90.15,987.95,89.81,0-1 year,0,true
9921-QFQUL,Female,0,true,23,Month-to-month,90.15,2044.95,88.91,1-2 years,0,false
6319-IEJWJ,Male,0,true,20,Month-to-month,90.2,1776.55,88.83,1-2 years,0,true
9170-CCKOU,Male,0,true,17,Month-to-month,90.2,1454.15,85.54,1-2 years,0,true
8012-SOUDQ,Female,1,false,43,Month-to-month,90.25,3838.75,89.27,2-4 years,0,false
6032-KRXXO,Male,0,false,30,Month-to-month,90.25,2755.35,91.84,2-4 years,0,true
4813-HQMGZ,Female,0,true,8,Month-to-month,90.25,743.75,92.97,0-1 year,0,false
0139-IVFJG,Female,0,true,2,Month-to-month,90.35,190.5,95.25,0-1 year,0,false
9469-WEJBT,Male,0,true,37,Month-to-month,90.35,3419.3,92.41,2-4 years,0,false
4873-ILOLJ,Male,0,false,24,Month-to-month,90.35,2238.5,93.27,1-2 years,0,true
8212-DJRCH,Male,0,true,5,Month-to-month,90.35,434.5,86.9,0-1 year,0,false
8266-VBFQL,Male,0,false,4,Month-to-month,90.4,356.65,89.16,0-1 year,0,false
2034-GDRCN,Female,0,false,2,Month-to-month,90.4,168.2,84.1,0-1 year,0,true
8782-LKFPK,Male,0,false,44,Month-to-month,90.4,4063.0,92.34,2-4 years,0,false
7449-HVPIV,Male,0,true,55,Month-to-month,90.4,5099.15,92.71,4-5 years,0,false
5131-PONJI,Male,0,true,49,Month-to-month,90.4,4494.65,91.73,4-5 years,0,false
0258-NOKBL,Male,0,false,3,Month-to-month,90.4,268.45,89.48,0-1 year,0,false
1236-WFCDV,Male,1,false,14,Month-to-month,90.45,1266.1,90.44,1-2 years,0,true
1579-KLYDT,Male,0,false,7,Month-to-month,90.45,593.45,84.78,0-1 year,0,true
6507-ZJSUR,Male,1,true,23,Month-to-month,90.45,2117.25,92.05,1-2 years,0,false
4918-FYJNT,Female,1,true,55,Month-to-month,90.45,5044.8,91.72,4-5 years,0,false
7156-MHUGY,Male,1,false,13,Month-to-month,90.5,1201.15,92.4,1-2 years,0,true
6741-EGCBI,Male,1,false,30,Month-to-month,90.5,2595.85,86.53,2-4 years,0,false
6284-AHOOQ,Male,1,false,22,Month-to-month,90.5,1910.6,86.85,1-2 years,0,true
7294-TMAOP,Female,0,false,1,Month-to-month,90.55,90.55,90.55,0-1 year,0,true
7979-CORPM,Male,0,false,24,Month-to-month,90.55,2282.55,95.11,1-2 years,0,true
7274-RTAPZ,Male,0,false,1,Month-to-month,90.55,90.55,90.55,0-1 year,0,true
1020-JPQOW,Female,0,true,56,Month-to-month,90.55,5116.6,91.37,4-5 years,0,false
5325-UWTWJ,Male,0,true,31,Month-to-month,90.55,2929.75,94.51,2-4 years,0,false
0376-YMCJC,Male,0,false,23,Month-to-month,90.6,1943.2,84.49,1-2 years,0,true
7928-VJYAB,Male,0,true,11,Month-to-month,90.6,1020.2,92.75,0-1 year,0,false
5797-APWZC,Female,0,false,1,Month-to-month,90.6,90.6,90.6,0-1 year,0,true
4325-NFSKC,Male,1,false,19,Month-to-month,90.6,1660.0,87.37,1-2 years,0,true
8775-LHDJH,Female,1,true,1,Month-to-month,90.6,90.6,90.6,0-1 year,0,true
6908-VVYHM,Male,0,true,65,Month-to-month,90.65,5931.0,91.25,5+ years,0,false
2495-KZNFB,Female,0,false,33,Month-to-month,90.65,2989.6,90.59,2-4 years,0,false
5339-PXDVH,Male,0,false,4,Month-to-month,90.65,367.95,91.99,0-1 year,0,false
5692-ICXLW,Male,1,false,31,Month-to-month,90.7,2845.15,91.78,2-4 years,0,false
3771-PZOBW,Male,0,false,20,Month-to-month,90.7,1781.35,89.07,1-2 years,0,false
9281-OFDMF,Male,1,false,39,Month-to-month,90.7,3413.25,87.52,2-4 years,0,false
6794-HKIAJ,Male,0,false,62,Month-to-month,90.7,5586.45,90.1,5+ years,0,false
0432-CAJZV,Male,0,false,3,Month-to-month,90.7,237.65,79.22,0-1 year,0,false
0577-WHMEV,Female,0,true,16,Month-to-month,90.7,1374.9,85.93,1-2 years,0,false
9050-QLROH,Male,0,false,18,Month-to-month,90.7,1597.25,88.74,1-2 years,0,true
4137-BTIKL,Male,0,false,2,Month-to-month,90.75,174.75,87.38,0-1 year,0,false
8622-ZLFKO,Female,0,true,6,Month-to-month,90.75,512.25,85.38,0-1 year,0,false
2725-KXXWT,Male,0,true,1,Month-to-month,90.75,90.75,90.75,0-1 year,0,true
8189-HBVRW,Female,0,false,53,Month-to-month,90.8,4921.2,92.85,4-5 years,0,false
9172-JITSM,Female,0,true,26,Month-to-month,90.8,2361.8,90.84,2-4 years,0,true
7330-WZLNC,Female,0,false,5,Month-to-month,90.8,455.5,91.1,0-1 year,0,true
0112-QAWRZ,Male,0,true,16,Month-to-month,90.8,1442.2,90.14,1-2 years,0,false
1891-UAWWU,Female,1,true,20,Month-to-month,90.8,1951.0,97.55,1-2 years,0,true
9846-GKXAS,Female,0,false,9,Month-to-month,90.8,809.75,89.97,0-1 year,0,true
5167-ZFFMM,Male,0,false,1,Month-to-month,90.85,90.85,90.85,0-1 year,0,true
7481-ATQQS,Female,1,false,49,Month-to-month,90.85,4515.85,92.16,4-5 years,0,true
2988-GBIVW,Female,1,true,70,Month-to-month,90.85,6470.1,92.43,5+ years,0,false
5281-BUZGT,Male,1,false,36,Month-to-month,90.85,3186.7,88.52,2-4 years,0,true
9725-SCPZG,Male,0,false,1,Month-to-month,90.85,90.85,90.85,0-1 year,0,true
4373-MAVJG,Female,0,true,14,Month-to-month,90.9,1259.0,89.93,1-2 years,0,true
8563-OYMQY,Male,0,false,17,Month-to-month,90.95,1612.2,94.84,1-2 years,0,false
8189-XRIKE,Female,1,false,32,Month-to-month,90.95,2897.95,90.56,2-4 years,0,false
2472-OVKUP,Male,0,true,6,Month-to-month,91.0,531.0,88.5,0-1 year,0,true
1379-FRVEB,Male,0,false,15,Month-to-month,91.0,1430.05,95.34,1-2 years,0,false
5213-TWWJU,Male,0,false,28,Month-to-month,91.0,2626.15,93.79,2-4 years,0,false
2378-HTWFW,Male,1,false,35,Month-to-month,91.0,3180.5,90.87,2-4 years,0,false
2573-GYRUU,Male,1,true,48,Month-to-month,91.05,4370.75,91.06,2-4 years,0,false
5222-IMUKT,Male,0,false,32,Month-to-month,91.05,2871.5,89.73,2-4 years,0,false
7739-LAXOG,Female,0,true,32,Month-to-month,91.05,2954.5,92.33,2-4 years,0,true
1389-CXMLU,Male,1,false,3,Month-to-month,91.05,289.1,96.37,0-1 year,0,true
2672-HUYVI,Female,0,false,6,Month-to-month,91.1,455.3,75.88,0-1 year,0,true
6818-DJXAA,Female,0,false,10,Month-to-month,91.1,964.35,96.44,0-1 year,0,false
1195-OIYEJ,Male,0,false,13,Month-to-month,91.1,1135.7,87.36,1-2 years,0,true
5091-HFAZW,Female,0,false,2,Month-to-month,91.15,168.5,84.25,0-1 year,0,false
9576-SYUHJ,Male,0,false,37,Month-to-month,91.15,3369.25,91.06,2-4 years,0,false
8714-EUHJO,Female,0,true,31,Month-to-month,91.15,2995.45,96.63,2-4 years,0,true
0365-TRTPY,Female,0,false,37,Month-to-month,91.2,3382.3,91.41,2-4 years,0,false
6712-OAWRH,Female,1,false,26,Month-to-month,91.25,2351.8,90.45,2-4 years,0,true
8849-AYPTR,Male,0,true,33,Month-to-month,91.25,2964.05,89.82,2-4 years,0,false
3988-RQIXO,Female,1,false,1,Month-to-month,91.3,91.3,91.3,0-1 year,0,true
3398-FSHON,Female,1,false,12,Month-to-month,91.3,1094.5,91.21,0-1 year,0,true
9904-EHEVJ,Female,1,true,32,Month-to-month,91.35,2896.55,90.52,2-4 years,0,false
9546-CQJSU,Female,0,false,2,Month-to-month,91.4,193.6,96.8,0-1 year,0,true
8414-MYSHR,Male,1,false,5,Month-to-month,91.4,449.75,89.95,0-1 year,0,true
4927-WWOOZ,Male,0,true,2,Month-to-month,91.45,171.45,85.72,0-1 year,0,false
6745-JEFZB,Male,0,true,35,Month-to-month,91.5,3236.35,92.47,2-4 years,0,false
9402-ORRAH,Female,1,false,15,Month-to-month,91.5,1400.3,93.35,1-2 years,0,false
5095-AESKG,Female,0,true,3,Month-to-month,91.5,242.95,80.98,0-1 year,0,true
0093-EXYQL,Female,1,false,40,Month-to-month,91.55,3673.6,91.84,2-4 years,0,false
4001-TSBTV,Female,0,true,58,Month-to-month,91.55,5511.65,95.03,4-5 years,0,false
4583-PARNH,Male,1,true,16,Month-to-month,91.55,1540.05,96.25,1-2 years,0,false
5712-AHQNN,Female,0,false,43,Month-to-month,91.65,3954.1,91.96,2-4 years,0,false
6892-EZDTG,Female,0,true,4,Month-to-month,91.65,365.4,91.35,0-1 year,0,true
6692-UDPJC,Female,0,true,14,Month-to-month,91.65,1301.0,92.93,1-2 years,0,true
2684-EIWEO,Female,1,false,30,Month-to-month,91.7,2758.15,91.94,2-4 years,0,true
3186-BAXNB,Female,0,false,1,Month-to-month,91.7,91.7,91.7,0-1 year,0,true
3717-LNXKW,Male,0,true,38,Month-to-month,91.7,3479.05,91.55,2-4 years,0,false
9940-HPQPG,Female,0,true,9,Month-to-month,91.75,865.8,96.2,0-1 year,0,true
0595-ITUDF,Male,0,true,64,Month-to-month,91.8,5960.5,93.13,5+ years,0,false
9614-RMGHA,Male,0,true,65,Month-to-month,91.85,5940.85,91.4,5+ years,0,true
5442-UTCVD,Male,0,false,3,Month-to-month,91.85,257.05,85.68,0-1 year,0,true
4558-FANTW,Female,0,true,17,Month-to-month,91.85,1574.45,92.61,1-2 years,0,true
2974-GGUXS,Female,1,true,36,Month-to-month,91.95,3301.05,91.7,2-4 years,0,false
3318-NMQXL,Male,0,false,3,Month-to-month,92.0,266.8,88.93,0-1 year,0,false
4145-UQXUQ,Female,1,false,8,Month-to-month,92.1,729.95,91.24,0-1 year,0,true
4879-GZLFH,Female,0,true,42,Month-to-month,92.15,3875.4,92.27,2-4 years,0,false
3348-CFRNX,Female,0,true,28,Month-to-month,92.35,2602.9,92.96,2-4 years,0,true
3466-RITXD,Male,0,false,26,Month-to-month,92.4,2349.8,90.38,2-4 years,0,false
2462-XIIJB,Male,0,false,5,Month-to-month,92.5,452.7,90.54,0-1 year,0,true
5747-PMBSQ,Male,1,true,10,Month-to-month,92.5,934.1,93.41,0-1 year,0,true
3990-QYKBE,Male,1,true,37,Month-to-month,92.5,3473.4,93.88,2-4 years,0,true
5977-CKHON,Female,0,true,43,Month-to-month,92.55,4039.0,93.93,2-4 years,0,false
6100-QQHEB,Male,0,true,17,Month-to-month,92.55,1515.1,89.12,1-2 years,0,true
3162-ZJZFU,Male,0,true,53,Month-to-month,92.55,4779.45,90.18,4-5 years,0,false
7668-XCFYV,Female,1,true,17,Month-to-month,92.55,1614.7,94.98,1-2 years,0,false
6198-RTPMF,Female,0,true,17,Month-to-month,92.6,1579.7,92.92,1-2 years,0,false
2074-GUHPQ,Female,0,false,17,Month-to-month,92.7,1556.85,91.58,1-2 years,0,false
1930-WNXSB,Male,0,true,58,Month-to-month,92.85,5305.05,91.47,4-5 years,0,false
6986-IXNDM,Male,0,false,14,Month-to-month,92.9,1337.45,95.53,1-2 years,0,false
7483-IQWIB,Male,0,true,37,Month-to-month,92.95,3415.25,92.3,2-4 years,0,false
0943-ZQPXH,Male,0,true,44,Month-to-month,92.95,4122.9,93.7,2-4 years,0,false
5141-ZUVBH,Female,0,false,9,Month-to-month,93.0,870.25,96.69,0-1 year,0,false
2371-JQHZZ,Male,0,true,24,Month-to-month,93.0,2248.05,93.67,1-2 years,0,false
2840-XANRC,Male,1,true,24,Month-to-month,93.15,2231.05,92.96,1-2 years,0,true
8290-YWKHZ,Female,1,true,32,Month-to-month,93.2,2931.0,91.59,2-4 years,0,true
5482-VXSXJ,Male,0,false,22,Month-to-month,93.2,2157.3,98.06,1-2 years,0,false
7562-GSUHK,Female,0,false,16,Month-to-month,93.2,1573.7,98.36,1-2 years,0,true
4250-WAROZ,Male,1,true,60,Month-to-month,93.25,5774.55,96.24,4-5 years,0,false
3144-KMTWZ,Male,0,true,71,Month-to-month,93.25,6669.45,93.94,5+ years,0,false
1485-YDHMM,Male,0,true,52,Month-to-month,93.25,4631.7,89.07,4-5 years,0,false
6521-YYTYI,Male,0,false,1,Month-to-month,93.3,93.3,93.3,0-1 year,0,true
0236-HFWSV,Male,0,false,15,Month-to-month,93.35,1444.65,96.31,1-2 years,0,true
7422-WNBTY,Male,0,true,33,Month-to-month,93.35,3092.0,93.7,2-4 years,0,false
6300-BWMJX,Female,0,true,59,Month-to-month,93.35,5386.5,91.3,4-5 years,0,false
6578-KRMAW,Male,0,false,32,Month-to-month,93.4,2979.3,93.1,2-4 years,0,false
5708-EVONK,Female,0,true,58,Month-to-month,93.4,5435.6,93.72,4-5 years,0,true
1685-BQULA,Female,0,false,40,Month-to-month,93.4,3756.4,93.91,2-4 years,0,false
3316-UWXUY,Male,0,false,50,Month-to-month,93.5,4747.5,94.95,4-5 years,0,false
0674-DGMAQ,Male,1,true,32,Month-to-month,93.5,2970.8,92.84,2-4 years,0,false
1731-TVIUK,Female,0,false,4,Month-to-month,93.5,362.2,90.55,0-1 year,0,true
2985-FMWYF,Female,0,false,23,Month-to-month,93.5,2341.55,101.81,1-2 years,0,false
9497-QCMMS,Male,1,false,1,Month-to-month,93.55,93.55,93.55,0-1 year,0,true
9025-AOMKI,Female,0,false,6,Month-to-month,93.55,536.4,89.4,0-1 year,0,true
9189-JWSHV,Female,1,true,24,Month-to-month,93.55,2264.05,94.34,1-2 years,0,true
7402-EYFXX,Male,1,false,26,Month-to-month,93.6,2404.1,92.47,2-4 years,0,false
0376-OIWME,Male,0,true,36,Month-to-month,93.6,3366.05,93.5,2-4 years,0,false
8178-EYZUO,Male,0,false,46,Month-to-month,93.7,4154.8,90.32,2-4 years,0,true
3062-ICYZQ,Female,0,true,51,Month-to-month,93.8,4539.35,89.01,4-5 years,0,false
8749-JMNKX,Male,1,true,51,Month-to-month,93.8,4750.95,93.16,4-5 years,0,true
8914-RBTSB,Male,0,true,31,Month-to-month,93.8,3019.5,97.4,2-4 years,0,true
7852-LECYP,Male,1,true,13,Month-to-month,93.8,1261.0,97.0,1-2 years,0,false
2719-BDAQO,Male,0,false,17,Month-to-month,93.85,1625.65,95.63,1-2 years,0,true
5002-GCQFH,Male,0,true,49,Month-to-month,93.85,4733.1,96.59,4-5 years,0,false
7024-OHCCK,Female,1,false,2,Month-to-month,93.85,170.85,85.42,0-1 year,0,true
0397-GZBBC,Male,1,true,59,Month-to-month,93.85,5574.75,94.49,4-5 years,0,true
4626-GYCZP,Male,0,false,7,Month-to-month,93.85,635.6,90.8,0-1 year,0,true
8149-RSOUN,Female,0,false,1,Month-to-month,93.85,93.85,93.85,0-1 year,0,true
4424-TKOPW,Male,1,false,2,Month-to-month,93.85,196.75,98.38,0-1 year,0,true
9912-GVSEQ,Female,1,true,26,Month-to-month,93.85,2381.55,91.6,2-4 years,0,true
4307-KTUMW,Male,0,true,53,Month-to-month,93.9,5029.2,94.89,4-5 years,0,true
7268-IGMFD,Male,1,false,18,Month-to-month,93.9,1743.9,96.88,1-2 years,0,false
1608-GMEWB,Male,1,false,45,Month-to-month,93.9,4200.25,93.34,2-4 years,0,false
5380-AFSSK,Female,0,false,5,Month-to-month,93.9,486.85,97.37,0-1 year,0,true
0111-KLBQG,Male,1,true,32,Month-to-month,93.95,2861.45,89.42,2-4 years,0,false
1567-DSCIC,Male,0,false,8,Month-to-month,94.0,773.65,96.71,0-1 year,0,true
9300-AGZNL,Male,1,false,1,Month-to-month,94.0,94.0,94.0,0-1 year,0,true
2982-VPSGI,Female,0,true,11,Month-to-month,94.0,1078.9,98.08,0-1 year,0,true
6833-JMZYP,Female,0,false,15,Month-to-month,94.0,1505.45,100.36,1-2 years,0,false
2720-WGKHP,Male,1,false,2,Month-to-month,94.0,181.7,90.85,0-1 year,0,true
2267-WTPYD,Female,1,true,57,Month-to-month,94.0,5438.95,95.42,4-5 years,0,false
8087-LGYHQ,Male,0,false,9,Month-to-month,94.05,811.65,90.18,0-1 year,0,false
9600-UDOPK,Male,0,true,30,Month-to-month,94.05,2866.45,95.55,2-4 years,0,true
6137-NICCO,Female,0,true,6,Month-to-month,94.05,518.75,86.46,0-1 year,0,false
5609-CEBID,Female,1,false,20,Month-to-month,94.1,1782.4,89.12,1-2 years,0,true
5334-JLAXU,Female,0,true,60,Month-to-month,94.1,5475.9,91.27,4-5 years,0,false
4760-THGOT,Female,0,true,43,Month-to-month,94.1,4107.3,95.52,2-4 years,0,false
8161-QYMTT,Male,0,false,7,Month-to-month,94.1,701.3,100.19,0-1 year,0,false
9360-OMDZZ,Male,0,false,24,Month-to-month,94.1,2322.85,96.79,1-2 years,0,false
0023-XUOPT,Female,0,true,13,Month-to-month,94.1,1215.6,93.51,1-2 years,0,true
3976-BWUCK,Female,0,true,30,Month-to-month,94.1,2804.45,93.48,2-4 years,0,true
1346-PJWTK,Male,0,true,61,Month-to-month,94.15,5731.85,93.96,5+ years,0,false
7218-HKQFK,Male,0,true,2,Month-to-month,94.2,167.5,83.75,0-1 year,0,true
5935-FCCNB,Female,1,false,17,Month-to-month,94.2,1608.15,94.6,1-2 years,0,false
2929-ERCFZ,Female,0,true,8,Month-to-month,94.2,777.3,97.16,0-1 year,0,true
9093-FPDLG,Female,0,false,11,Month-to-month,94.2,999.9,90.9,0-1 year,0,false
5519-NPHVG,Female,0,false,12,Month-to-month,94.2,1046.1,87.17,0-1 year,0,true
0082-OQIQY,Male,0,false,29,Month-to-month,94.2,2607.6,89.92,2-4 years,0,false
3006-XIMLN,Female,0,false,2,Month-to-month,94.2,193.8,96.9,0-1 year,0,true
8708-XPXHZ,Female,0,true,42,Month-to-month,94.2,4186.3,99.67,2-4 years,0,true
7789-CRUVC,Female,1,true,61,Month-to-month,94.2,5895.45,96.65,5+ years,0,false
8621-MNIHH,Female,1,true,34,Month-to-month,94.25,3217.55,94.63,2-4 years,0,true
1728-CXQBE,Male,1,true,64,Month-to-month,94.25,6081.4,95.02,5+ years,0,false
4094-NSEDU,Female,1,false,21,Month-to-month,94.25,1973.75,93.99,1-2 years,0,true
2645-QTLMB,Male,0,false,7,Month-to-month,94.25,669.0,95.57,0-1 year,0,true
8063-RJYNF,Male,0,false,16,Month-to-month,94.25,1483.25,92.7,1-2 years,0,true
0730-KOAVE,Male,0,false,30,Month-to-month,94.3,2679.7,89.32,2-4 years,0,false
1374-DMZUI,Female,1,false,4,Month-to-month,94.3,424.45,106.11,0-1 year,0,true
5461-QKNTN,Male,1,true,43,Month-to-month,94.3,3953.15,91.93,2-4 years,0,false
9919-KNPOO,Female,0,true,21,Month-to-month,94.3,1948.35,92.78,1-2 years,0,false
5274-XHAKY,Female,0,true,41,Month-to-month,94.3,3893.6,94.97,2-4 years,0,false
5698-BQJOH,Female,0,false,9,Month-to-month,94.4,857.25,95.25,0-1 year,0,true
9058-HRZSV,Female,1,true,65,Month-to-month,94.4,6126.15,94.25,5+ years,0,false
2267-FPIMA,Male,0,true,50,Month-to-month,94.4,4914.9,98.3,4-5 years,0,false
9763-PDTKK,Female,0,false,4,Month-to-month,94.4,387.2,96.8,0-1 year,0,true
2979-SXESE,Female,0,true,17,Month-to-month,94.4,1607.2,94.54,1-2 years,0,true
9658-WYUFB,Female,0,false,17,Month-to-month,94.4,1617.5,95.15,1-2 years,0,true
9574-RKJIF,Male,0,true,30,Month-to-month,94.4,2838.7,94.62,2-4 years,0,true
2347-WKKAE,Male,0,true,42,Month-to-month,94.4,4014.6,95.59,2-4 years,0,false
9223-UCPVT,Female,0,false,1,Month-to-month,94.4,94.4,94.4,0-1 year,0,true
4385-GZQXV,Female,1,false,16,Month-to-month,94.45,1511.2,94.45,1-2 years,0,true
3143-ILDAL,Male,0,false,56,Month-to-month,94.45,5124.6,91.51,4-5 years,0,true
7271-AJDTL,Female,0,true,55,Month-to-month,94.45,5073.1,92.24,4-5 years,0,false
3217-FZDMN,Female,1,false,8,Month-to-month,94.45,742.95,92.87,0-1 year,0,true
4192-GORJT,Male,0,true,5,Month-to-month,94.45,498.1,99.62,0-1 year,0,true
9253-QXKBE,Male,1,true,29,Month-to-month,94.45,2653.65,91.51,2-4 years,0,true
5244-IRFIH,Male,1,true,33,Month-to-month,94.5,3105.55,94.11,2-4 years,0,true
5899-OUVKV,Male,0,false,31,Month-to-month,94.5,2979.2,96.1,2-4 years,0,false
1481-ZUWZA,Male,0,false,28,Month-to-month,94.5,2659.4,94.98,2-4 years,0,true
9699-UBQFS,Female,1,true,43,Month-to-month,94.5,4156.8,96.67,2-4 years,0,false
6101-IMRMM,Male,0,false,6,Month-to-month,94.5,575.45,95.91,0-1 year,0,true
6522-YRBXD,Male,1,true,35,Month-to-month,94.55,3365.4,96.15,2-4 years,0,false
1626-ERCMM,Male,1,true,20,Month-to-month,94.55,1899.65,94.98,1-2 years,0,true
9898-KZQDZ,Female,1,true,40,Month-to-month,94.55,3640.45,91.01,2-4 years,0,true
5439-WIKXB,Male,1,true,41,Month-to-month,94.55,3851.45,93.94,2-4 years,0,false
